LPR ID,LPR Latitude,LPR Longitude,LPR Orientation,Event Date,License Plate,License State
LPR00032,39.29370826,-76.65038375,95,1462537984000,5Q/E0604,MD
LPR00032,39.29370826,-76.65038375,95,1462538728000,3ALR26,MD
LPR00032,39.29370826,-76.65038375,95,1462538752000,4R/L5528,MD
LPR00032,39.29370826,-76.65038375,95,1462539263000,8BMT23,MD
LPR00032,39.29370826,-76.65038375,95,1462539526000,94791 C/B,MD
LPR00032,39.29370826,-76.65038375,95,1462539526000,0M/D 4342,MD
LPR00032,39.29370826,-76.65038375,95,1462539592000,6CNR103,MD
LPR00032,39.29370826,-76.65038375,95,1462539620000,VCB191,MD
LPR00032,39.29370826,-76.65038375,95,1462539773000,8CMZ73,MD
LPR00032,39.29370826,-76.65038375,95,1462539885000,A441879,MD
LPR00032,39.29370826,-76.65038375,95,1462539926000,1AMV50,MD
LPR00032,39.29370826,-76.65038375,95,1462539977000,8M/D 7441,MD
LPR00032,39.29370826,-76.65038375,95,1462540224000,3K/U9444,MD
LPR00032,39.29370826,-76.65038375,95,1462540285000,44215 C/A,MD
LPR00032,39.29370826,-76.65038375,95,1462540340000,7CNM025,MD
LPR00032,39.29370826,-76.65038375,95,1462540419000,A451900,MD
LPR00032,39.29370826,-76.65038375,95,1462540765000,A268734,MD
LPR00032,39.29370826,-76.65038375,95,1462540766000,3BLC78,MD
LPR00032,39.29370826,-76.65038375,95,1462543797000,02543 C/C,MD
LPR00032,39.29370826,-76.65038375,95,1462546145000,TSH296,MD
LPR00032,39.29370826,-76.65038375,95,1462546477000,8CMQ38,MD
LPR00032,39.29370826,-76.65038375,95,1462546659000,DLR481,MD
LPR00032,39.29370826,-76.65038375,95,1462546757000,6BMH45,MD
LPR00032,39.29370826,-76.65038375,95,1462551605000,GNR057,MD
LPR00032,39.29370826,-76.65038375,95,1462555277000,A873897,MD
LPR00032,39.29370826,-76.65038375,95,1462557630000,0M/D 0971,MD
LPR00032,39.29370826,-76.65038375,95,1462558632000,72711 B/Y,MD
LPR00032,39.29370826,-76.65038375,95,1462558922000,1AMX29,MD
LPR00032,39.29370826,-76.65038375,95,1462558928000,6ALO16,MD
LPR00032,39.29370826,-76.65038375,95,1462558952000,GGT843,MD
LPR00032,39.29370826,-76.65038375,95,1462559253000,A399415,MD
LPR00032,39.29370826,-76.65038375,95,1462559481000,8CNK075,MD
LPR00032,39.29370826,-76.65038375,95,1462559619000,7CNX304,MD
LPR00032,39.29370826,-76.65038375,95,1462559929000,11954 C/B,MD
LPR00032,39.29370826,-76.65038375,95,1462559943000,30469 C/B,MD
LPR00032,39.29370826,-76.65038375,95,1462560007000,6CNM906,MD
LPR00032,39.29370826,-76.65038375,95,1462560088000,HDW153,MD
LPR00032,39.29370826,-76.65038375,95,1462560369000,4CNQ737,MD
LPR00032,39.29370826,-76.65038375,95,1462560397000,9CNF389,MD
LPR00032,39.29370826,-76.65038375,95,1462560648000,8CNN817,MD
LPR00032,39.29370826,-76.65038375,95,1462561278000,1D/B6915,MD
LPR00032,39.29370826,-76.65038375,95,1462562378000,2ALP12,MD
LPR00032,39.29370826,-76.65038375,95,1462562386000,XGH449,MD
LPR00032,39.29370826,-76.65038375,95,1462562449000,30628 B/Y,MD
LPR00032,39.29370826,-76.65038375,95,1462562802000,WKD951,MD
LPR00032,39.29370826,-76.65038375,95,1462562985000,HVX173,MD
LPR00032,39.29370826,-76.65038375,95,1462563287000,2CNA648,MD
LPR00032,39.29370826,-76.65038375,95,1462563299000,A830010,MD
LPR00032,39.29370826,-76.65038375,95,1462563347000,3M/D 2553,MD
LPR00032,39.29370826,-76.65038375,95,1462563428000,6M/D 7210,MD
LPR00032,39.29370826,-76.65038375,95,1462563570000,JIT285,MD
LPR00032,39.29370826,-76.65038375,95,1462563647000,77154 B/Y,MD
LPR00032,39.29370826,-76.65038375,95,1462563770000,07209 C/C,MD
LPR00032,39.29370826,-76.65038375,95,1462563908000,58209 C/A,MD
LPR00033,39.29370826,-76.65038375,270,1462536008000,1BMG06,MD
LPR00033,39.29370826,-76.65038375,270,1462536115000,MHZ267,MD
LPR00033,39.29370826,-76.65038375,270,1462536217000,FAQ301,MD
LPR00033,39.29370826,-76.65038375,270,1462536337000,79753 C/B,MD
LPR00033,39.29370826,-76.65038375,270,1462537221000,A387825,MD
LPR00033,39.29370826,-76.65038375,270,1462537257000,8CNK075,MD
LPR00033,39.29370826,-76.65038375,270,1462537386000,3M/D 2553,MD
LPR00033,39.29370826,-76.65038375,270,1462537388000,3M/D 2553,MD
LPR00033,39.29370826,-76.65038375,270,1462537657000,4M/D 4453,MD
LPR00033,39.29370826,-76.65038375,270,1462537711000,A926140,MD
LPR00033,39.29370826,-76.65038375,270,1462537766000,8CNM439,MD
LPR00033,39.29370826,-76.65038375,270,1462538109000,TZJ121,MD
LPR00033,39.29370826,-76.65038375,270,1462538115000,A146329,MD
LPR00033,39.29370826,-76.65038375,270,1462538213000,A116256,MD
LPR00033,39.29370826,-76.65038375,270,1462538256000,6CNX679,MD
LPR00033,39.29370826,-76.65038375,270,1462538383000,7BML07,MD
LPR00033,39.29370826,-76.65038375,270,1462538385000,7BML07,MD
LPR00033,39.29370826,-76.65038375,270,1462538506000,6ALO16,MD
LPR00033,39.29370826,-76.65038375,270,1462538532000,A800671,MD
LPR00033,39.29370826,-76.65038375,270,1462538571000,DFC074,MD
LPR00033,39.29370826,-76.65038375,270,1462538659000,A604646,MD
LPR00033,39.29370826,-76.65038375,270,1462538725000,URW537,MD
LPR00033,39.29370826,-76.65038375,270,1462538817000,BCG193,MD
LPR00033,39.29370826,-76.65038375,270,1462539007000,A933001,MD
LPR00033,39.29370826,-76.65038375,270,1462539023000,A906781,MD
LPR00033,39.29370826,-76.65038375,270,1462539126000,08851 B/Y,MD
LPR00033,39.29370826,-76.65038375,270,1462539127000,HUH393,MD
LPR00033,39.29370826,-76.65038375,270,1462539140000,5H/A3842,MD
LPR00033,39.29370826,-76.65038375,270,1462539142000,12995 C/A,MD
LPR00033,39.29370826,-76.65038375,270,1462539164000,6M/D 7210,MD
LPR00033,39.29370826,-76.65038375,270,1462539183000,A592340,MD
LPR00033,39.29370826,-76.65038375,270,1462539190000,HRS894,MD
LPR00033,39.29370826,-76.65038375,270,1462539202000,DYG747,MD
LPR00033,39.29370826,-76.65038375,270,1462539231000,A302885,MD
LPR00033,39.29370826,-76.65038375,270,1462539270000,54424 C/C,MD
LPR00033,39.29370826,-76.65038375,270,1462539271000,A071749,MD
LPR00033,39.29370826,-76.65038375,270,1462539273000,1AMX29,MD
LPR00033,39.29370826,-76.65038375,270,1462539284000,9M/D 6394,MD
LPR00033,39.29370826,-76.65038375,270,1462539288000,7L/R9908,MD
LPR00033,39.29370826,-76.65038375,270,1462539312000,21535 C/B,MD
LPR00033,39.29370826,-76.65038375,270,1462539325000,1BMA23,MD
LPR00033,39.29370826,-76.65038375,270,1462539335000,A451112,MD
LPR00033,39.29370826,-76.65038375,270,1462539414000,EYC323,MD
LPR00033,39.29370826,-76.65038375,270,1462539416000,1L/D9486,MD
LPR00033,39.29370826,-76.65038375,270,1462539447000,A772427,MD
LPR00033,39.29370826,-76.65038375,270,1462539455000,7CNL022,MD
LPR00033,39.29370826,-76.65038375,270,1462539460000,A712830,MD
LPR00033,39.29370826,-76.65038375,270,1462539462000,A712830,MD
LPR00033,39.29370826,-76.65038375,270,1462539470000,6S/A7988,MD
LPR00033,39.29370826,-76.65038375,270,1462539488000,5ALA50,MD
LPR00033,39.29370826,-76.65038375,270,1462539491000,12013 C/A,MD
LPR00033,39.29370826,-76.65038375,270,1462539493000,47871 B/Y,MD
LPR00033,39.29370826,-76.65038375,270,1462539526000,4CNL376,MD
LPR00033,39.29370826,-76.65038375,270,1462539538000,A950430,MD
LPR00033,39.29370826,-76.65038375,270,1462539560000,39433 C/C,MD
LPR00033,39.29370826,-76.65038375,270,1462539574000,UOU942,MD
LPR00033,39.29370826,-76.65038375,270,1462539588000,4CNQ737,MD
LPR00033,39.29370826,-76.65038375,270,1462539593000,58209 C/A,MD
LPR00033,39.29370826,-76.65038375,270,1462539613000,IWX811,MD
LPR00033,39.29370826,-76.65038375,270,1462539628000,16263 C/B,MD
LPR00033,39.29370826,-76.65038375,270,1462539651000,URM314,MD
LPR00033,39.29370826,-76.65038375,270,1462539684000,4M/D 0976,MD
LPR00033,39.29370826,-76.65038375,270,1462539684000,6R/B9332,MD
LPR00033,39.29370826,-76.65038375,270,1462539688000,1BMK43,MD
LPR00033,39.29370826,-76.65038375,270,1462539716000,WKD951,MD
LPR00033,39.29370826,-76.65038375,270,1462539727000,8BMY57,MD
LPR00033,39.29370826,-76.65038375,270,1462539736000,0M/D 0971,MD
LPR00033,39.29370826,-76.65038375,270,1462539765000,7AMJ71,MD
LPR00033,39.29370826,-76.65038375,270,1462539821000,1CNV278,MD
LPR00033,39.29370826,-76.65038375,270,1462539847000,A830010,MD
LPR00033,39.29370826,-76.65038375,270,1462539859000,A249475,MD
LPR00033,39.29370826,-76.65038375,270,1462539886000,3BLW34,MD
LPR00033,39.29370826,-76.65038375,270,1462539891000,1CNC834,MD
LPR00033,39.29370826,-76.65038375,270,1462539893000,1CNC834,MD
LPR00033,39.29370826,-76.65038375,270,1462539928000,77154 B/Y,MD
LPR00033,39.29370826,-76.65038375,270,1462539930000,A481009,MD
LPR00033,39.29370826,-76.65038375,270,1462539930000,JIT285,MD
LPR00033,39.29370826,-76.65038375,270,1462539962000,A375589,MD
LPR00033,39.29370826,-76.65038375,270,1462539963000,24655 C/A,MD
LPR00033,39.29370826,-76.65038375,270,1462540093000,7M/D 9726,MD
LPR00033,39.29370826,-76.65038375,270,1462540596000,MUZ529,MD
LPR00033,39.29370826,-76.65038375,270,1462540942000,72711 B/Y,MD
LPR00033,39.29370826,-76.65038375,270,1462541132000,1BLG17,MD
LPR00033,39.29370826,-76.65038375,270,1462541733000,7CNQ933,MD
LPR00033,39.29370826,-76.65038375,270,1462541754000,7CNS629,MD
LPR00033,39.29370826,-76.65038375,270,1462541855000,QCY563,MD
LPR00033,39.29370826,-76.65038375,270,1462541946000,11954 C/B,MD
LPR00033,39.29370826,-76.65038375,270,1462542050000,2H/T9921,MD
LPR00033,39.29370826,-76.65038375,270,1462542102000,77427 C/C,MD
LPR00033,39.29370826,-76.65038375,270,1462542117000,GGT843,MD
LPR00033,39.29370826,-76.65038375,270,1462542183000,57796 C/B,MD
LPR00033,39.29370826,-76.65038375,270,1462542296000,A006979,MD
LPR00033,39.29370826,-76.65038375,270,1462542303000,2ALJ40,MD
LPR00033,39.29370826,-76.65038375,270,1462542393000,OGU681,MD
LPR00033,39.29370826,-76.65038375,270,1462542422000,AIE121,MD
LPR00033,39.29370826,-76.65038375,270,1462542441000,A604676,MD
LPR00033,39.29370826,-76.65038375,270,1462542521000,A423817,MD
LPR00033,39.29370826,-76.65038375,270,1462542567000,FKK341,MD
LPR00033,39.29370826,-76.65038375,270,1462542605000,7M/D 8078,MD
LPR00033,39.29370826,-76.65038375,270,1462542668000,2CNJ153,MD
LPR00033,39.29370826,-76.65038375,270,1462542702000,6CNM906,MD
LPR00033,39.29370826,-76.65038375,270,1462542744000,A017636,MD
LPR00033,39.29370826,-76.65038375,270,1462542764000,KUR203,MD
LPR00033,39.29370826,-76.65038375,270,1462542776000,8O/T0549,MD
LPR00033,39.29370826,-76.65038375,270,1462542780000,2BMQ55,MD
LPR00033,39.29370826,-76.65038375,270,1462542794000,A338509,MD
LPR00033,39.29370826,-76.65038375,270,1462542878000,17364 C/A,MD
LPR00033,39.29370826,-76.65038375,270,1462542894000,HDW153,MD
LPR00033,39.29370826,-76.65038375,270,1462542939000,A399415,MD
LPR00033,39.29370826,-76.65038375,270,1462543005000,9CNF389,MD
LPR00033,39.29370826,-76.65038375,270,1462543097000,8CNN817,MD
LPR00033,39.29370826,-76.65038375,270,1462543099000,8CNN817,MD
LPR00033,39.29370826,-76.65038375,270,1462543105000,1ALJ86,MD
LPR00033,39.29370826,-76.65038375,270,1462543127000,14627 C/A,MD
LPR00033,39.29370826,-76.65038375,270,1462543175000,8CNA986,MD
LPR00033,39.29370826,-76.65038375,270,1462543196000,79791 C/C,MD
LPR00033,39.29370826,-76.65038375,270,1462543211000,7BLD33,MD
LPR00033,39.29370826,-76.65038375,270,1462543212000,7CNX304,MD
LPR00033,39.29370826,-76.65038375,270,1462543315000,A250593,MD
LPR00033,39.29370826,-76.65038375,270,1462543315000,3CNN671,MD
LPR00033,39.29370826,-76.65038375,270,1462543327000,1CMH27,MD
LPR00033,39.29370826,-76.65038375,270,1462543380000,1D/B6915,MD
LPR00033,39.29370826,-76.65038375,270,1462543429000,8M/D 5337,MD
LPR00033,39.29370826,-76.65038375,270,1462543530000,AME315,MD
LPR00033,39.29370826,-76.65038375,270,1462543533000,3ALF26,MD
LPR00033,39.29370826,-76.65038375,270,1462543580000,A947872,MD
LPR00033,39.29370826,-76.65038375,270,1462543635000,30469 C/B,MD
LPR00033,39.29370826,-76.65038375,270,1462543642000,2CNJ457,MD
LPR00033,39.29370826,-76.65038375,270,1462543648000,42832 C/B,MD
LPR00033,39.29370826,-76.65038375,270,1462545500000,07209 C/C,MD
LPR00033,39.29370826,-76.65038375,270,1462546497000,6CNX008,MD
LPR00033,39.29370826,-76.65038375,270,1462546526000,A801169,MD
LPR00033,39.29370826,-76.65038375,270,1462546528000,A801169,MD
LPR00033,39.29370826,-76.65038375,270,1462546599000,7AMD55,MD
LPR00033,39.29370826,-76.65038375,270,1462546670000,XGH449,MD
LPR00033,39.29370826,-76.65038375,270,1462546933000,A271789,MD
LPR00033,39.29370826,-76.65038375,270,1462547038000,2ALP12,MD
LPR00033,39.29370826,-76.65038375,270,1462547064000,2CNA648,MD
LPR00033,39.29370826,-76.65038375,270,1462547316000,HVX173,MD
LPR00033,39.29370826,-76.65038375,270,1462564186000,TQT228,MD
LPR00033,39.29370826,-76.65038375,270,1462564209000,6BMH45,MD
LPR00033,39.29370826,-76.65038375,270,1462564214000,WRZ915,MD
LPR00033,39.29370826,-76.65038375,270,1462564592000,8BLQ64,MD
LPR00034,39.29370826,-76.65038375,5,1462554578000,1CLP82,MD
LPR00034,39.29370826,-76.65038375,5,1462555140000,A800671,MD
LPR00034,39.29370826,-76.65038375,5,1462559233000,HTE599,MD
LPR00034,39.29370826,-76.65038375,5,1462562025000,21535 C/B,MD
LPR00034,39.29370826,-76.65038375,5,1462562255000,A461272,MD
LPR00034,39.29370826,-76.65038375,5,1462562768000,A423817,MD
LPR00035,39.29370826,-76.65038375,185,1462536001000,8CLF64,MD
LPR00035,39.29370826,-76.65038375,185,1462536001000,8CLF64,MD
LPR00035,39.29370826,-76.65038375,185,1462536030000,7ALE60,MD
LPR00035,39.29370826,-76.65038375,185,1462538249000,39147 C/C,MD
LPR00035,39.29370826,-76.65038375,185,1462538747000,1CLP82,MD
LPR00035,39.29370826,-76.65038375,185,1462538898000,30935 B/Y,MD
LPR00035,39.29370826,-76.65038375,185,1462539466000,08546 C/B,MD
LPR00035,39.29370826,-76.65038375,185,1462539578000,3H/T9393,MD
LPR00035,39.29370826,-76.65038375,185,1462539578000,3H/T9393,MD
LPR00035,39.29370826,-76.65038375,185,1462542523000,HTE599,MD
LPR00035,39.29370826,-76.65038375,185,1462542624000,85460 B/Y,MD
LPR00035,39.29370826,-76.65038375,185,1462542646000,4ALF95,MD
LPR00035,39.29370826,-76.65038375,185,1462554296000,47871 B/Y,MD
LPR00035,39.29370826,-76.65038375,185,1462554941000,27031 B/Y,MD
LPR00035,39.29370826,-76.65038375,185,1462556082000,A475500,MD
LPR00035,39.29370826,-76.65038375,185,1462556118000,DFC074,MD
LPR00035,39.29370826,-76.65038375,185,1462556127000,URW537,MD
LPR00035,39.29370826,-76.65038375,185,1462559216000,77427 C/C,MD
LPR00035,39.29370826,-76.65038375,185,1462559587000,9CNU498,MD
LPR00035,39.29370826,-76.65038375,185,1462561280000,25939 C/C,MD
LPR00035,39.29370826,-76.65038375,185,1462562275000,6ALR02,MD
LPR00035,39.29370826,-76.65038375,185,1462563254000,A604676,MD
LPR00068,39.28339359,-76.65592899,130,1462538436000,A541576,MD
LPR00068,39.28339359,-76.65592899,130,1462538536000,CBO641,MD
LPR00068,39.28339359,-76.65592899,130,1462538700000,A317248,MD
LPR00068,39.28339359,-76.65592899,130,1462539205000,NKV508,MD
LPR00068,39.28339359,-76.65592899,130,1462539524000,A103677,MD
LPR00068,39.28339359,-76.65592899,130,1462539670000,HJY392,MD
LPR00068,39.28339359,-76.65592899,130,1462539847000,1BLB05,MD
LPR00068,39.28339359,-76.65592899,130,1462540040000,4CNK564,MD
LPR00068,39.28339359,-76.65592899,130,1462541360000,16630 C/C,MD
LPR00068,39.28339359,-76.65592899,130,1462541467000,A470752,MD
LPR00068,39.28339359,-76.65592899,130,1462541780000,5BMB51,MD
LPR00068,39.28339359,-76.65592899,130,1462541858000,38188 C/A,MD
LPR00068,39.28339359,-76.65592899,130,1462541933000,4AMF02,MD
LPR00068,39.28339359,-76.65592899,130,1462542231000,2N/A6341,MD
LPR00068,39.28339359,-76.65592899,130,1462542250000,A135838,MD
LPR00068,39.28339359,-76.65592899,130,1462542259000,6CNC956,MD
LPR00068,39.28339359,-76.65592899,130,1462542269000,08888 C/C,MD
LPR00068,39.28339359,-76.65592899,130,1462542283000,PMW988,MD
LPR00068,39.28339359,-76.65592899,130,1462542284000,2U/V9929,MD
LPR00068,39.28339359,-76.65592899,130,1462542287000,LLS872,MD
LPR00068,39.28339359,-76.65592899,130,1462542344000,0M/D 4709,MD
LPR00068,39.28339359,-76.65592899,130,1462542412000,EEW879,MD
LPR00068,39.28339359,-76.65592899,130,1462542435000,45939 C/C,MD
LPR00068,39.28339359,-76.65592899,130,1462542503000,A216267,MD
LPR00068,39.28339359,-76.65592899,130,1462542504000,7ALL70,MD
LPR00068,39.28339359,-76.65592899,130,1462542691000,1CNM983,MD
LPR00068,39.28339359,-76.65592899,130,1462542706000,XMZ092,MD
LPR00068,39.28339359,-76.65592899,130,1462542706000,A154729,MD
LPR00068,39.28339359,-76.65592899,130,1462542727000,A912537,MD
LPR00068,39.28339359,-76.65592899,130,1462542742000,NOU928,MD
LPR00068,39.28339359,-76.65592899,130,1462542781000,9CLS11,MD
LPR00068,39.28339359,-76.65592899,130,1462543002000,4CNG676,MD
LPR00068,39.28339359,-76.65592899,130,1462543026000,7CMC86,MD
LPR00068,39.28339359,-76.65592899,130,1462543045000,A689162,MD
LPR00068,39.28339359,-76.65592899,130,1462543112000,6CNK907,MD
LPR00068,39.28339359,-76.65592899,130,1462543125000,PXU116,MD
LPR00068,39.28339359,-76.65592899,130,1462543235000,6CNZ624,MD
LPR00068,39.28339359,-76.65592899,130,1462543279000,A097085,MD
LPR00068,39.28339359,-76.65592899,130,1462543325000,MQN621,MD
LPR00068,39.28339359,-76.65592899,130,1462543332000,A716535,MD
LPR00068,39.28339359,-76.65592899,130,1462543339000,A429983,MD
LPR00068,39.28339359,-76.65592899,130,1462543349000,2BLC43,MD
LPR00068,39.28339359,-76.65592899,130,1462543355000,A955758,MD
LPR00068,39.28339359,-76.65592899,130,1462543430000,74320 C/B,MD
LPR00068,39.28339359,-76.65592899,130,1462543457000,43422 C/A,MD
LPR00068,39.28339359,-76.65592899,130,1462543499000,NCA726,MD
LPR00068,39.28339359,-76.65592899,130,1462543504000,A278575,MD
LPR00068,39.28339359,-76.65592899,130,1462543508000,60564 C/A,MD
LPR00068,39.28339359,-76.65592899,130,1462543524000,94382 C/C,MD
LPR00068,39.28339359,-76.65592899,130,1462543534000,9CMN50,MD
LPR00068,39.28339359,-76.65592899,130,1462543570000,09120 C/A,MD
LPR00068,39.28339359,-76.65592899,130,1462543572000,5M/D 2242,MD
LPR00068,39.28339359,-76.65592899,130,1462543680000,9ALW17,MD
LPR00068,39.28339359,-76.65592899,130,1462543744000,78060 B/Y,MD
LPR00068,39.28339359,-76.65592899,130,1462543773000,9BLS10,MD
LPR00068,39.28339359,-76.65592899,130,1462543781000,27283 C/C,MD
LPR00068,39.28339359,-76.65592899,130,1462543842000,81396 C/B,MD
LPR00068,39.28339359,-76.65592899,130,1462543885000,IAY327,MD
LPR00068,39.28339359,-76.65592899,130,1462543907000,HOW427,MD
LPR00068,39.28339359,-76.65592899,130,1462543931000,00436 C/B,MD
LPR00068,39.28339359,-76.65592899,130,1462544015000,46240 B/Y,MD
LPR00068,39.28339359,-76.65592899,130,1462544067000,4AMN02,MD
LPR00068,39.28339359,-76.65592899,130,1462544108000,17593 B/Y,MD
LPR00068,39.28339359,-76.65592899,130,1462544222000,6CNO299,MD
LPR00068,39.28339359,-76.65592899,130,1462544363000,1AMJ73,MD
LPR00068,39.28339359,-76.65592899,130,1462544499000,76130 C/B,MD
LPR00068,39.28339359,-76.65592899,130,1462551339000,JCP147,MD
LPR00068,39.28339359,-76.65592899,130,1462551671000,7BMP00,MD
LPR00068,39.28339359,-76.65592899,130,1462551750000,45137 C/A,MD
LPR00068,39.28339359,-76.65592899,130,1462551837000,PAL464,MD
LPR00068,39.28339359,-76.65592899,130,1462552123000,GTV702,MD
LPR00068,39.28339359,-76.65592899,130,1462552643000,GRH208,MD
