Date/Time,Latitude,Longitude,License Plate,License State
1462536032000,39.2837822472632,-76.67873450994325,GTV702,MD
1462536039000,39.294220522485105,-76.67121295869742,FAQ301,MD
1462536133000,39.29422289218284,-76.67115646070636,RAI525,MD
1462536167000,39.29412220425294,-76.6711438475509,72997 C/A,MD
1462536214000,39.294118953590505,-76.67119386919865,IOH645,MD
1462536230000,39.29411906345735,-76.67119216831472,A231056,MD
1462536253000,39.29412152519452,-76.67115405737265,5AMF22,MD
1462536329000,39.29412355157719,-76.67112401201986,50432 B/Y,MD
1462536350000,39.29412112823138,-76.6711602028862,YEQ409,MD
1462536459000,39.28377575418041,-76.67869663604202,FIX929,MD
1462537211000,39.29412404929704,-76.67111668450569,3M/D 2553,MD
1462537547000,39.29412288640645,-76.67113380477385,A267148,MD
1462537698000,39.294222312161594,-76.6711656603279,54770 C/B,MD
1462537785000,39.29412040130226,-76.67117145670896,A717402,MD
1462537923000,39.294220364036,-76.67122828974524,A140473,MD
1462538037000,39.294120980852284,-76.67116248450922,A287042,MD
1462538078000,39.294220522485105,-76.67121295869742,6CNX679,MD
1462538131000,39.294220266777934,-76.671237700136,KLN797,MD
1462538257000,39.29412414422233,-76.67111528699972,2M/D 9317,MD
1462538306000,39.29422057308136,-76.67120806315918,EAE529,MD
1462538438000,39.29422019311349,-76.67124482768124,A008858,MD
1462538464000,39.294122284444065,-76.6711426669639,A949109,MD
1462538478000,39.283792961341014,-76.67879700474555,2CNQ946,MD
1462538483000,39.29422313313138,-76.67115263906119,A604646,MD
1462538539000,39.294120440154494,-76.67117085522501,HOV292,MD
1462538595000,39.286339992187415,-76.67378812781125,01995 C/C,MD
1462538640000,39.29422101938942,-76.67118616477454,8CNM844,MD
1462538734000,39.29422033717549,-76.67123088868541,EVC345,MD
1462538814000,39.29412369802503,-76.67112185599045,A646870,MD
1462538830000,39.29412091829036,-76.67116345305051,A933001,MD
1462538859000,39.28636333615114,-76.6738190925854,03609 C/A,MD
1462538904000,39.29422282722453,-76.67115749099943,1ALI26,MD
1462538964000,39.29411794111584,-76.67120954364343,5H/A3842,MD
1462538969000,39.294120396624336,-76.67117152912941,6CLN17,MD
1462539012000,39.283792079071326,-76.67879185850052,48634 C/A,MD
1462539017000,39.29422054732006,-76.67121055574388,4CLY53,MD
1462539030000,39.294123789782,-76.67112050512911,CPQ578,MD
1462539049000,39.29422161295073,-76.67117675039634,A211303,MD
1462539057000,39.2941234439809,-76.67112559607024,5AMK95,MD
1462539093000,39.287064886347196,-76.67236911603644,PGR304,MD
1462539106000,39.29422287311079,-76.67115676320502,97101 B/Y,MD
1462539124000,39.29411983619045,-76.67118020538602,8BLQ35,MD
1462539147000,39.29422096366736,-76.67118704857297,1BMA23,MD
1462539214000,39.29412301993693,-76.67113183891588,27337 C/B,MD
1462539238000,39.29422276634241,-76.67115845664073,EYC323,MD
1462539302000,39.29411923060693,-76.67118958061856,8AMV66,MD
1462539315000,39.29422218775828,-76.67116763346836,12013 C/A,MD
1462539316000,39.29411796798025,-76.67120912774689,1CLY88,MD
1462539398000,39.28378741058877,-76.678764627422,2Y/R4504,MD
1462539417000,39.29411823422788,-76.67120500588194,58209 C/A,MD
1462539419000,39.29411906345735,-76.67119216831472,83822 C/B,MD
1462539435000,39.29422031257489,-76.67123326896329,IWX811,MD
1462539456000,39.294118499091205,-76.67120090544793,83656 C/B,MD
1462539459000,39.28712564906002,-76.67237179054321,98193 C/C,MD
1462539462000,39.29412330445528,-76.67112765018949,A092402,MD
1462539540000,39.29412283732993,-76.67113452728653,17922 C/A,MD
1462539552000,39.29422394334204,-76.67113978844321,JNP891,MD
1462539561000,39.294124615520175,-76.67110834847468,0M/D 0971,MD
1462539599000,39.28714131049924,-76.67237247989073,8AMJ69,MD
1462539604000,39.285203856016615,-76.67599051495588,08194 B/Y,MD
1462539637000,39.286370287353684,-76.67382831305967,4BLE34,MD
1462539667000,39.29412367693511,-76.67112216647982,A309639,MD
1462539676000,39.29411772995558,-76.67121281268304,05633 C/C,MD
1462539682000,39.29412033207911,-76.67117252837473,A249475,MD
1462539701000,39.294123888527565,-76.67111905138056,08194 B/Y,MD
1462539743000,39.28713074918004,-76.672372015028,5CNH951,MD
1462539752000,39.294220752470004,-76.671190706066,A481009,MD
1462539766000,39.294220522485105,-76.67121295869742,3ALT30,MD
1462539776000,39.28708075022094,-76.67236981429423,1CNL471,MD
1462539779000,39.287067489463524,-76.67236923061414,ZLL918,MD
1462539781000,39.2870935031853,-76.6723703756235,7CNX826,MD
1462539817000,39.294123126910364,-76.67113026403524,9M/D 4415,MD
1462539840000,39.28707971917248,-76.67236976891202,5CNX259,MD
1462539888000,39.29412156775165,-76.67115339853204,97163 C/A,MD
1462539913000,39.294119036363206,-76.67119258776788,7CNK552,MD
1462539916000,39.29412267334048,-76.67113694156635,A182392,MD
1462539995000,39.29412034710387,-76.67117229577161,XQO518,MD
1462540986000,39.2837787932365,-76.67871436273889,1CNO839,MD
1462541234000,39.29412379110365,-76.67112048567154,3ALX23,MD
1462541667000,39.294220282718676,-76.67123615775895,2CMI46,MD
1462541905000,39.29412414422233,-76.67111528699972,7CNS168,MD
1462542007000,39.2837787932365,-76.67871436273889,77991 B/Y,MD
1462542051000,39.294117938227146,-76.6712095883642,A896690,MD
1462542097000,39.28377681947469,-76.67870284986242,A209439,MD
1462542152000,39.294121403216,-76.6711559457612,BVA547,MD
1462542211000,39.2837816335421,-76.67873093013176,58524 C/A,MD
1462542226000,39.283775299802436,-76.67869398567282,2BMI55,MD
1462542246000,39.29411759280445,-76.67121493596376,AIE121,MD
1462542273000,39.2863420546307,-76.67379086355449,5CNS015,MD
1462542391000,39.29422073861465,-76.67119204666764,07406 C/B,MD
1462542407000,39.28436489551839,-76.67721216845821,OXY559,MD
1462542408000,39.28378299172381,-76.67873885235328,AHU577,MD
