LPR ID,LPR Latitude,LPR Longitude,LPR Orientation,Event Date,License Plate,License State
LPR00032,39.29370826,-76.65038375,95,1462449600000,61212 C/B,MD
LPR00032,39.29370826,-76.65038375,95,1462449601000,88430 C/A,MD
LPR00032,39.29370826,-76.65038375,95,1462449604000,XTM399,MD
LPR00032,39.29370826,-76.65038375,95,1462449607000,A527981,MD
LPR00032,39.29370826,-76.65038375,95,1462449607000,8CLK43,MD
LPR00032,39.29370826,-76.65038375,95,1462449612000,SWJ937,MD
LPR00032,39.29370826,-76.65038375,95,1462449615000,5M/D 3387,MD
LPR00032,39.29370826,-76.65038375,95,1462449617000,4CNL887,MD
LPR00032,39.29370826,-76.65038375,95,1462449619000,A463904,MD
LPR00032,39.29370826,-76.65038375,95,1462449622000,A920054,MD
LPR00032,39.29370826,-76.65038375,95,1462449622000,4G/A5625,MD
LPR00032,39.29370826,-76.65038375,95,1462449623000,6CNN164,MD
LPR00032,39.29370826,-76.65038375,95,1462449624000,EGP217,MD
LPR00032,39.29370826,-76.65038375,95,1462449632000,16619 C/B,MD
LPR00032,39.29370826,-76.65038375,95,1462449632000,A353525,MD
LPR00032,39.29370826,-76.65038375,95,1462449632000,3N/T8804,MD
LPR00032,39.29370826,-76.65038375,95,1462449636000,A467624,MD
LPR00032,39.29370826,-76.65038375,95,1462449636000,2M/D 2030,MD
LPR00032,39.29370826,-76.65038375,95,1462449638000,A011570,MD
LPR00032,39.29370826,-76.65038375,95,1462449642000,15952 C/B,MD
LPR00032,39.29370826,-76.65038375,95,1462449644000,3D/J2317,MD
LPR00032,39.29370826,-76.65038375,95,1462449648000,PQF477,MD
LPR00032,39.29370826,-76.65038375,95,1462449649000,5BMQ21,MD
LPR00032,39.29370826,-76.65038375,95,1462449652000,8M/D 8568,MD
LPR00032,39.29370826,-76.65038375,95,1462449655000,7CNW154,MD
LPR00032,39.29370826,-76.65038375,95,1462449659000,5M/D 6247,MD
LPR00032,39.29370826,-76.65038375,95,1462449660000,ILV473,MD
LPR00032,39.29370826,-76.65038375,95,1462449661000,40165 C/C,MD
LPR00032,39.29370826,-76.65038375,95,1462449662000,3BMY07,MD
LPR00032,39.29370826,-76.65038375,95,1462449662000,52838 C/A,MD
LPR00032,39.29370826,-76.65038375,95,1462449667000,0M/D 5369,MD
LPR00032,39.29370826,-76.65038375,95,1462449668000,A847369,MD
LPR00032,39.29370826,-76.65038375,95,1462449669000,5BMA43,MD
LPR00032,39.29370826,-76.65038375,95,1462449670000,2CND369,MD
LPR00032,39.29370826,-76.65038375,95,1462449675000,TKV208,MD
LPR00032,39.29370826,-76.65038375,95,1462449675000,72413 C/B,MD
LPR00032,39.29370826,-76.65038375,95,1462449678000,A774869,MD
LPR00032,39.29370826,-76.65038375,95,1462449679000,41713 C/B,MD
LPR00032,39.29370826,-76.65038375,95,1462449679000,A972316,MD
LPR00032,39.29370826,-76.65038375,95,1462449686000,HHY611,MD
LPR00032,39.29370826,-76.65038375,95,1462449687000,4AMU79,MD
LPR00032,39.29370826,-76.65038375,95,1462449687000,2B/V2162,MD
LPR00032,39.29370826,-76.65038375,95,1462449687000,9ALC46,MD
LPR00032,39.29370826,-76.65038375,95,1462449689000,8M/T4991,MD
LPR00032,39.29370826,-76.65038375,95,1462449693000,5ALS30,MD
LPR00032,39.29370826,-76.65038375,95,1462449694000,7S/M4713,MD
LPR00032,39.29370826,-76.65038375,95,1462449695000,A594852,MD
LPR00032,39.29370826,-76.65038375,95,1462449695000,9AMW51,MD
LPR00032,39.29370826,-76.65038375,95,1462449696000,A946414,MD
LPR00032,39.29370826,-76.65038375,95,1462449701000,9BMS83,MD
LPR00032,39.29370826,-76.65038375,95,1462449706000,VLI542,MD
LPR00032,39.29370826,-76.65038375,95,1462449708000,22836 C/C,MD
LPR00032,39.29370826,-76.65038375,95,1462449710000,0W/N5039,MD
LPR00032,39.29370826,-76.65038375,95,1462449711000,A508779,MD
LPR00032,39.29370826,-76.65038375,95,1462449713000,JRX118,MD
LPR00032,39.29370826,-76.65038375,95,1462449713000,45123 C/C,MD
LPR00032,39.29370826,-76.65038375,95,1462449715000,5CNO722,MD
LPR00032,39.29370826,-76.65038375,95,1462449716000,3BMJ65,MD
LPR00032,39.29370826,-76.65038375,95,1462449721000,PAP909,MD
LPR00032,39.29370826,-76.65038375,95,1462449724000,LKK585,MD
LPR00032,39.29370826,-76.65038375,95,1462449724000,5E/C4287,MD
LPR00032,39.29370826,-76.65038375,95,1462449725000,13038 C/C,MD
LPR00032,39.29370826,-76.65038375,95,1462449727000,XJY767,MD
LPR00032,39.29370826,-76.65038375,95,1462449727000,06873 B/Y,MD
LPR00032,39.29370826,-76.65038375,95,1462449729000,VFQ753,MD
LPR00032,39.29370826,-76.65038375,95,1462449735000,2CNB263,MD
LPR00032,39.29370826,-76.65038375,95,1462449736000,7Z/Z4856,MD
LPR00032,39.29370826,-76.65038375,95,1462449736000,A371947,MD
LPR00032,39.29370826,-76.65038375,95,1462449736000,A776431,MD
LPR00032,39.29370826,-76.65038375,95,1462449736000,2CNJ099,MD
LPR00032,39.29370826,-76.65038375,95,1462449737000,A600101,MD
LPR00032,39.29370826,-76.65038375,95,1462449738000,7K/O2759,MD
LPR00032,39.29370826,-76.65038375,95,1462449738000,A660627,MD
LPR00032,39.29370826,-76.65038375,95,1462449740000,62244 C/B,MD
LPR00032,39.29370826,-76.65038375,95,1462449740000,FUF912,MD
LPR00032,39.29370826,-76.65038375,95,1462449746000,1CNQ318,MD
LPR00032,39.29370826,-76.65038375,95,1462449746000,3M/D 8869,MD
LPR00032,39.29370826,-76.65038375,95,1462449748000,YSW957,MD
LPR00032,39.29370826,-76.65038375,95,1462449750000,8CNU355,MD
LPR00032,39.29370826,-76.65038375,95,1462449754000,KUM064,MD
